"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{};/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions;/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{};/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files;/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleCount","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{};/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions;/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{};/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files;/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeCount","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource","Get-MgEntitlementManagementCatalogResourceScopeResource"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceEnvironment","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/environment","Get-MgEntitlementManagementCatalogResourceScopeResourceEnvironment"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles","Get-MgEntitlementManagementCatalogResourceScopeResourceRole"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles","Get-MgEntitlementManagementCatalogResourceScopeResourceRole"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Get-MgEntitlementManagementCatalogResourceScopeResourceRoleResource"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceEnvironment","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/environment","Get-MgEntitlementManagementCatalogResourceScopeResourceRoleResourceEnvironment"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/$count","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleCount","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/$count","Get-MgEntitlementManagementCatalogResourceScopeResourceRoleCount"
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files",""
